表面,裏面,Word,Audio,Image
basic<br>[sound:ukbashf003.mp3],"基本的な<br><img src=""basic.jpg""><br><i>being the main or most important part of something</i><br>These are basic needs, such as food and water.",basic,ukbashf003.mp3,basic.jpg
behave<br>[sound:ukbegui006.mp3],"ふるまう, 行動する<br><img src=""behave.jpg""><br><i>to do or say things in a particular way</i><br>He behaved very badly.",behave,ukbegui006.mp3,behave.jpg
belongings<br>[sound:ukbelly003.mp3],"（自分の）持ち物, 所持品<br><img src=""belongings.jpg""><br><i>the things that you own</i><br>I took a few personal belongings with me.",belongings,ukbelly003.mp3,belongings.jpg
beneficial<br>[sound:ukbelly026.mp3],"有益な, 役立つ<br><img src=""beneficial.jpg""><br><i>helpful or useful</i><br>Exercise is beneficial to almost everyone.",beneficial,ukbelly026.mp3,beneficial.jpg
benefit<br>[sound:ukbelly028.mp3],"利益, 恩恵<br><img src=""benefit.jpg""><br><i>something good that helps you</i><br>I've had the benefit of a happy childhood.",benefit,ukbelly028.mp3,benefit.jpg
beverage<br>[sound:ukbetid017.mp3],"飲み物，飲料 《特に水・薬以外のもの》.<br><img src=""beverage.jpg""><br><i>a drink of any type:</i><br>Hot beverages include tea, coffee, and hot chocolate.",beverage,ukbetid017.mp3,beverage.jpg
bid<br>[sound:ukbfpo_023.mp3],"（よいことをしようとする）試み, 企て, 努力<br><img src=""bid.jpg""><br><i>an attempt to do something good</i><br>a successful bid for funding",bid,ukbfpo_023.mp3,bid.jpg
bill<br>[sound:ukbilio002.mp3],"請求書<br><img src=""bill.jpg""><br><i>a piece of paper that tells you how much you must pay for something</i><br>Have you paid the electricity bill?",bill,ukbilio002.mp3,bill.jpg
binder<br>[sound:ukbilio024.mp3],"（紙などをとじる）バインダー<br><img src=""binder.jpg""><br><i>a stiff cover that can hold loose papers, often one that has metal rings in it</i><br>a leather/plastic binder",binder,ukbilio024.mp3,binder.jpg
blanket<br>[sound:ukblank001.mp3],"毛布<br><img src=""blanket.jpg""><br><i>a thick, warm cover that you sleep under</i><br>a blanket of snow",blanket,ukblank001.mp3,blanket.jpg
block<br>[sound:ukbliss017.mp3],"街区（1つの通りから次の通りまでの距離）<br><img src=""block.jpg""><br><i>the distance from one street to the next in streets</i><br>They only live two blocks away from school.",block,ukbliss017.mp3,block.jpg
board<br>[sound:ukblunt021.mp3],"（教室の）黒板, ホワイトボード<br><img src=""board.jpg""><br><i>a surface on the wall of a classroom that a teacher writes on</i><br>The teacher wrote her name on the board.",board,ukblunt021.mp3,board.jpg
boarding pass<br>[sound:ukcld00106.mp3],"搭乗券, 乗船券<br><img src=""boarding-pass.jpg""><br><i>an official document that you must show to get on a plane or ship</i>",boarding pass,ukcld00106.mp3,boarding-pass.jpg
boardroom<br>[sound:ukblunt024.mp3],"重役会議室.<br><img src=""boardroom.jpg""><br><i>a room where the people who control a company or organization meet</i><br>The chairman stepped down after a bitter boardroom battle.",boardroom,ukblunt024.mp3,boardroom.jpg
boast<br>[sound:ukblunt027.mp3],"自慢する, 誇る<br><img src=""boast.jpg""><br><i>to talk too proudly about something good that you have done or that you own</i><br>I wish she would stop boasting about her new car.",boast,ukblunt027.mp3,boast.jpg
book<br>[sound:ukbonfi028.mp3],"本, （印刷・電子の）書籍<br><img src=""book.jpg""><br><i>a written text that can be published in printed or electronic form</i><br>I've just read a really good book.",book,ukbonfi028.mp3,book.jpg
boost<br>[sound:ukboomi007.mp3],"～を増やす, 促進する<br><img src=""boost.jpg""><br><i>to increase or improve something</i><br>We hope that lower prices will boost house sales.",boost,ukboomi007.mp3,boost.jpg
bored<br>[sound:ukblunt021.mp3],"退屈した, 飽き飽きした<br><img src=""bored.jpg""><br><i>tired and unhappy because something is not interesting or because you are doing nothing</i><br>I’m bored with doing homework.",bored,ukblunt021.mp3,bored.jpg
borrow<br>[sound:ukborin004.mp3],"（物）を借りる<br><img src=""borrow.jpg""><br><i>to use something that belongs to someone else and then return it to them</i><br>Can I borrow a pen please?",borrow,ukborin004.mp3,borrow.jpg
bother<br>[sound:ukborin028.mp3],"～の邪魔をする, ～に迷惑をかける<br><img src=""bother.jpg""><br><i>to annoy someone by talking to them when they are busy</i><br>Don't bother your father when he’s working.",bother,ukborin028.mp3,bother.jpg
bottom line<br>[sound:ukcld00117.mp3],"最低値.<br><img src=""bottom-line.jpg""><br><i>the final line in the accounts of a company or organization, stating the total profit or loss that has been made:</i><br>How will the rise in interest rates affector bottomline?",bottom line,ukcld00117.mp3,bottom-line.jpg
branch<br>[sound:ukbrain009.mp3],"（木の）枝<br><img src=""branch.jpg""><br><i>one of the many parts of a tree that grow out from the main part</i><br>a bank with branches all over the country",branch,ukbrain009.mp3,branch.jpg
brand<br>[sound:ukbrain010.mp3],"（商品の）ブランド<br><img src=""brand.jpg""><br><i>a product that is made by a particular company</i><br>Which brand of toothpaste do you use?",brand,ukbrain010.mp3,brand.jpg
briefcase<br>[sound:ukbrew_026.mp3],"ブリーフケース, 書類かばん<br><img src=""briefcase.jpg""><br><i>a flat, rectangular case with a handle for carrying documents or books</i><br>He watched Kiki set the briefcase down and open it.",briefcase,ukbrew_026.mp3,briefcase.jpg
briefing<br>[sound:ukbrew_027.mp3],"簡潔な報告[発表].<br><img src=""paste-252140a4d708ac1db2d00300417d1b627ddcc62b.png""><br><i>information that is given to someone just before they do something, or a meeting where this happens:</i><br>They received (a) thorough briefing before they left the country.",briefing,ukbrew_027.mp3,paste-252140a4d708ac1db2d00300417d1b627ddcc62b.png
broadcast<br>[sound:ukbrit_012.mp3],"（テレビやラジオの）番組, 放送<br><img src=""paste""><br><i>a television or radio programme</i><br>a news broadcast",broadcast,ukbrit_012.mp3,paste
broaden<br>[sound:ukbrit_016.mp3],"（範囲が）拡大する, ～を拡大する<br><img src=""broaden.jpg""><br><i>to increase or make something increase and include more things or people</i><br>We need to broaden the range of services that we offer.",broaden,ukbrit_016.mp3,broaden.jpg
browser<br>[sound:ukbroug012.mp3],"（インターネットの）ブラウザ, 閲覧ソフト<br><img src=""browser.jpg""><br><i>a computer program that allows you to look at pages on the internet</i><br>a Web browser",browser,ukbroug012.mp3,browser.jpg
brush<br>[sound:ukbroug025.mp3],"ヘアブラシ, 絵筆, （掃除用の）モップ<br><img src=""brush.jpg""><br><i>an object made of short, thin pieces of plastic, wire, etc. attached to a handle and used to arrange hair, to clean, or to paint</i><br>a stiff wire brush",brush,ukbroug025.mp3,brush.jpg
budget<br>[sound:ukbuddh007.mp3],"予算（案）<br><img src=""budget.jpg""><br><i>a plan that shows how much money you have and how you will spend it</i><br>The firm has drawn up a budget for the coming financial year.",budget,ukbuddh007.mp3,budget.jpg
bulletin<br>[sound:ukbulbo016.mp3],"公報; 報告，告示.<br><img src=""paste-70330f9f4650693baa8ba0084abe420d7d089b80.png""><br><i>a short news programme on television or radio, often about something that has just happened, or a short newspaper printed by an organization:</i><br>an hourly news bulletin",bulletin,ukbulbo016.mp3,paste-70330f9f4650693baa8ba0084abe420d7d089b80.png
cabin crew<br>[sound:uka32007.mp3],"客室乗務員<br><img src=""cabin-crew.jpg""><br><i>in an aircraft, the people whose job it is to take care of the passengers</i>",cabin crew,uka32007.mp3,cabin-crew.jpg
cafeteria<br>[sound:ukcad__016.mp3],"カフェテリア（セルフサービスの食堂）<br><img src=""cafeteria.jpg""><br><i>a restaurant where you pick up and pay for your food and drink before you eat it</i><br>a school cafeteria",cafeteria,ukcad__016.mp3,cafeteria.jpg
calculate<br>[sound:ukcajun012.mp3],"～を計算する<br><img src=""calculate.jpg""><br><i>to discover an amount or number using mathematics</i><br>I’m trying to calculate the cost of the trip.",calculate,ukcajun012.mp3,calculate.jpg
calculation<br>[sound:ukcajun015.mp3],"計算<br><img src=""calculation.jpg""><br><i>the use of mathematics to find a number or amount</i><br>The calculations that you did/made contained a few inaccuracies.",calculation,ukcajun015.mp3,calculation.jpg
calculator<br>[sound:ukcajun016.mp3],"計算機<br><img src=""calculator.jpg""><br><i>a small machine that you use to do calculations</i><br>a pocket calculator",calculator,ukcajun016.mp3,calculator.jpg
campaign<br>[sound:ukcambo019.mp3],"（政治的、社会的な）運動<br><img src=""campaign.jpg""><br><i>a group of activities that are planned to get a result</i><br>an election campaign",campaign,ukcambo019.mp3,campaign.jpg
cancel<br>[sound:ukcamsh011.mp3],"（約束、行事など）を中止する<br><img src=""paste-d151123934247a8f4e99463f2bfa1f6f73e0e090.jpg""><br><i>to say that an organized event will not happen</i><br>The meeting has been cancelled.",cancel,ukcamsh011.mp3,paste-d151123934247a8f4e99463f2bfa1f6f73e0e090.jpg
cancellation<br>[sound:ukcamsh012.mp3],"中止, キャンセル<br><img src=""paste-dbd8f335874e48a773b8d3af69450185a27d6028.png""><br><i>a decision that an event will not happen</i><br>Many trains are subject to cancellation because of the flooding.",cancellation,ukcamsh012.mp3,paste-dbd8f335874e48a773b8d3af69450185a27d6028.png
candidacy<br>[sound:ukcamsh021.mp3],"立候補<br><img src=""candidacy.jpg""><br><i>the fact of being a candidate in an election</i><br>She is expected to announce officially her candidacy for president early next week.",candidacy,ukcamsh021.mp3,candidacy.jpg
candidate<br>[sound:ukcamsh022.mp3],"立候補者<br><img src=""candidate.jpg""><br><i>a person who takes part in an election</i><br>a presidential candidate",candidate,ukcamsh022.mp3,candidate.jpg
capacity<br>[sound:ukcant_021.mp3],"（建物の）定員, （ものの）容積<br><img src=""capacity.jpg""><br><i>the largest amount that a container or building can hold</i><br>The restaurant has a capacity of about 200.",capacity,ukcant_021.mp3,capacity.jpg
capital<br>[sound:ukcant_027.mp3],"首都<br><img src=""51JBVNTS6FL.jpg""><br><i>the most important city in a country or state</i><br>Paris is the capital of France.",capital,ukcant_027.mp3,51JBVNTS6FL.jpg
career<br>[sound:ukcardi012.mp3],"職歴<br><img src=""paste-b5db142b8cbc7e1417023ef134786d35829a47ae.jpg""><br><i>a job that you do for a lot of your life, especially one for which you are trained</i><br>a successful career in marketing",career,ukcardi012.mp3,paste-b5db142b8cbc7e1417023ef134786d35829a47ae.jpg
careless<br>[sound:ukcardi020.mp3],"不注意な<br><img src=""careless.jpg""><br><i>not giving enough attention to what you are doing</i><br>He was fined £250 for careless driving.",careless,ukcardi020.mp3,careless.jpg
cash<br>[sound:ukbysta022.mp3],"現金<br><img src=""cash.jpg""><br><i>money in the form of coins or notes(= paper money)</i><br>I’m paying her $50 in cash.",cash,ukbysta022.mp3,cash.jpg
cashier<br>[sound:ukcartr014.mp3],"（店の）レジ係り, （銀行の）出納係り<br><img src=""cashier.jpg""><br><i>someone whose job is to take and pay out money in a shop or bank</i><br>Police have released a CCTV picture of a man who robbed a supermarket cashier.",cashier,ukcartr014.mp3,cashier.jpg
cause<br>[sound:ukcatsu018.mp3],"～の原因となる<br><img src=""cause.jpg""><br><i>to make something happen, especially something bad</i><br>What caused the fire?",cause,ukcatsu018.mp3,cause.jpg
cautious<br>[sound:ukcatsu026.mp3],"慎重な<br><img src=""cautious.jpg""><br><i>taking care to avoid danger or bad situations</i><br>a cautious driver",cautious,ukcatsu026.mp3,cautious.jpg
celebrate<br>[sound:ukceleb001.mp3],"～を祝う<br><img src=""celebrate.jpg""><br><i>to have a party or a meal because it is a special day or something good has happened</i><br>We went out to celebrate Richard’s birthday.",celebrate,ukceleb001.mp3,celebrate.jpg
celebration<br>[sound:ukceleb003.mp3],"お祝い, 祝賀会<br><img src=""celebration.jpg""><br><i>an occasion or party that celebrates a special event</i><br>You passed your test? Let’s have a celebration.",celebration,ukceleb003.mp3,celebration.jpg
cell phone<br>[sound:ukcld01794.mp3],"携帯電話<br><img src=""cell-phone.jpg""><br><i>a phone that you can carry everywhere with you</i><br>I was talking on my cell phone.",cell phone,ukcld01794.mp3,cell-phone.jpg
certificate<br>[sound:ukcereb016.mp3],"証明書<br><img src=""certificate.jpg""><br><i>an official document that gives details to show that something is TRUE</i><br>a birth certificate",certificate,ukcereb016.mp3,certificate.jpg
certification<br>[sound:uscente023.mp3],"【不可算名詞】証明，検定<br><img src=""paste-37ba8392a29e5e4f0a7a8953a355f191bf43b650.jpg""><br><i>proof or a document proving that someone is qualified for a particular job, or that something is of good quality:</i><br>Adult workers are increasingly going back to school for a degree or certification to improve their job opportunities.",certification,uscente023.mp3,paste-37ba8392a29e5e4f0a7a8953a355f191bf43b650.jpg
chain<br>[sound:ukceylo013.mp3],"鎖, チェーン<br><img src=""chain.jpg""><br><i>a line of metal rings connected together</i><br>She wore a gold chain around her neck.",chain,ukceylo013.mp3,chain.jpg
chain store<br>[sound:ukcld00187.mp3],"チェーンストア，チェーン店.<br><img src=""chain-store.jpg""><br><i>(one of) a group of shops that belong to a single company, have the same appearance, and sell similar goods</i><br>Some store credit in well known electrical chain stores is as high as 29 % APR!",chain store,ukcld00187.mp3,chain-store.jpg
chair<br>[sound:ukcld01833.mp3],"いす<br><img src=""chair.jpg""><br><i>a seat for one person, with a back and usually four legs</i><br>Who will take the chair at the next meeting?",chair,ukcld01833.mp3,chair.jpg
